canonical_name,level,parent,aliases
Nima,subcommunity,"The Valley, Dubai","nima the valley, the valley nima, nima valley, nimatv, nima v, nima sub, nima tvalley, nima valley dxb, nima the v, nimaa, nimaa the valley, nima property, the valley nima phase"
Ocean Cove,subcommunity,"Mina Rashid, Dubai","oc, oceanc, ocov, ocean cv, ocove, ocean cve, ocn cove, ocncove, oceancove, mina rashid ocean cove, ocean cove mina rashid, oc mr, oc mrashid, mina rashid oc, ocean cove mr, oceancv, ocean cove sub, ocean cove dubai, ocove mr"
Ocean Point,subcommunity,"Mina Rashid, Dubai","ocp, oceanpt, ocnpt, oceanpoint, minarashidoceanpoint, oceanpointminarashid, minarashidop, opminarashid, ocnpoint, ocpminarashid, ocnptminarashid, oceanpointmr, mrp, oceanpointdubai, oceanpnt, ocnptmntrashid"
Ocean Star,subcommunity,"Mina Rashid, Dubai","ocstar, oceanstar, os, o.star, ocean st, o star, o-star, oc star, mina rashid ocean star, ocean star mina rashid, oceanstar mina, oc star mr, mr ocean star, oceanstar mr, ocn star, ocnstar, ocnsatr, oceanstr, oceanstrar, oceanstar dubai"
Olivara Residences,subcommunity,"Dubai Studio City, Dubai","olivara, oli vara, olivera, olivara studio city, studio city olivara, olivara res, olivara resid, olivara dsc, dsc olivara, olivar, olivararesidences, olivarastudiocity, olivara residence, olivararecidences, olivera residences, olivaraa"
Orania,subcommunity,"The Valley, Dubai","orania the valley, the valley orania, orania valley, oran, ora, orania v, orania valley dubai, orania dubia, orania thevally, orania thevaley, oraniathevalley, thevalleyorania"
Palace Residences,subcommunity,"Dubai Hills Estate, Dubai","palace res, palace residence, palaceres, palaceresidences, dhe palace, palace dhe, palace hills, palaceres dhe, palaceresdhe, palace res dhe, palce residences, palace residances, palace residencs, palace resi, pr dhe, palaceresid, palaceresidence, palace hills estate, palace estate, palaceresdha, palace residents"
Palm Hills,subcommunity,"Dubai Hills Estate, Dubai","ph, palmhills, palm hill, phill, phills, phdhe, palmhillsdhe, dhepalmhills, palmehills, palmhils, palmhillz, palmhillestate, phdubaihills, dubaihillsph, palmhillse, palmhilll"
Park Field,subcommunity,"Dubai Hills Estate, Dubai","parkfield, pk field, pf, pkf, parkfld, park feild, parkfield dubai hills, dubai hills parkfield, dhe parkfield, parkfield dhe, parkfied, parkfiels, pkfield, pfield, parkfield estate"
Park Gate,subcommunity,"Dubai Hills Estate, Dubai","pge, pk gate, parkgate, pgdhe, dhe pg, park gate dhe, parkgate dhe, parkget, parkgat, prk gate, prkgate, parkg, pg dubai hills, dhe parkgate, pgate"
Park Heights,subcommunity,"Dubai Hills Estate, Dubai","ph, parkheights, parkheight, phdhe, dheph, dhparkheights, parkhgts, prkheights, parkheightes, parkhights, parkhight, pheights, parkheightstowers, parkheightsdubaihills, parkheightsdhe"
Park Horizon,subcommunity,"Dubai Hills Estate, Dubai","ph, parkhor, pkh, parkhoriz, parkh, park horizon dh, dh park horizon, parkhorizon, parkhorizondhe, parkhorizondubaihills, parkhorizn, parkhorrizon, parkhroizon, park horizion, parkhorizone, phdh, ph dxb hills, parkhorizndhe, parkhorizndubaihills"
Park Lane,subcommunity,"Dubai Hills Estate, Dubai","parklane, pl, pl dhe, parklane dhe, park lane dhe, parklane dubai hills, parklan, prklane, parklne, parklane estate, dhe parklane, park lane dubai hills, p-lane, parklanehills, parklaneestate"
Park Point,subcommunity,"Dubai Hills Estate, Dubai","pp, parkpt, parkpnt, park point dubai hills, parkpoint dhe, dhe park point, parkpoint dubai hills, parkpnt dhe, park pt, parkpnt dubai hills, parkpointdhe, parkpoint, parkpntdhe, parkpt dhe"
Park Ridge,subcommunity,"Dubai Hills Estate, Dubai","pr, pridge, parkridge, park ridge dubai, pr dhe, prdhe, parkrge, parkrdeg, park rige, park ridg, pr estate, dhe park ridge, dhe pr, parkridge dhe, park ridge dhe, parkriddge, parkridgeestate"
Parkland,subcommunity,"Dubai Hills Estate, Dubai","pkland, parklnd, pk lnd, parkland dhe, dhe parkland, parkland estate, pkland estate, park land, parklnd dhe, parkland dubai hills, pkland dubai hills, parklnd dubai hills, parklanddhe, dheparkland"
Parkside Hills,subcommunity,"Dubai Hills Estate, Dubai","psh, parkside, parksidehills, psh hills, parkside dxb hills, parkside estate, parkside dhe, dhe parkside, parksidehills estate, pside hills, park side hills, parksideh, parkside hill, parksidehils, parksidehill, psh dhe, parkside dubai hills, prkside hills, parksidehlis"
Parkside Views,subcommunity,"Dubai Hills Estate, Dubai","parkside, psv, psviews, parksideviews, parkside view, park side views, parksideview, prkside views, parksd views, parkside estate, dhe parkside, parkside dhe, parkside dubai hills, parkside views dhe, dhe psv, psv dhe, prkside, parksideviewsdhe, parksidevws, parksidev, parkside v, park side view"
Pinnacle,subcommunity,"Dubai Hills Estate, Dubai","pinnacle dhe, dhe pinnacle, pinnacle hills, pinnacle dubai hills, pinnacle estate, pinacle, pinnacel, pinnacl, pinnacles, pinnacle dxb, pinacle dhe, pinnaclehills, pinnacledhe, pinnacledubaihills"
Prive Residence,subcommunity,"Dubai Hills Estate, Dubai","prive, prive res, prive residences, priv residence, prive dubai hills, prive dhe, prive estate, privres, priveresidence, prive hills, prive residence dhe, prive residnce, prive residence dubai hills, prive dxb hills, priveres"
Raya,subcommunity,"Arabian Ranches 3, Dubai","raya3, ar3 raya, ar3raya, rayaar3, rya, raya ranches, raya subcommunity, rayah, raye, raya ar3, raya ranch 3"
Rivana,subcommunity,"The Valley, Dubai","rvn, riv, valley rivana, rivana the valley, the valley rivana, rivana valley, rivana sub, rivanna, rivana villa, rivan, rivana dxb, rivana community, rivana subcommunity, rivana emmaar, rivanathevalley, thevalleyrivana"
Ruba,subcommunity,"Arabian Ranches 3, Dubai","ruba ar3, rba, ruba ranch, ar3 ruba, ruba arabian ranches, ruba ar, rubba, ruba 3, ar3ruba, rubaar3, rba ar3, ruba ranch 3"
Samana Golf Avenue,subcommunity,"Dubai Studio City, Dubai","samana golf, samana golf ave, sg avenue, golf avenue, samana studio city, samana dsc, samana golf dsc, samana golf ave dsc, samana golf studio city, samana golf av, samana golf avn, samana golf avnue, samana golfave, samanagolfave, samana golf avenue dsc, samana golf avenue studio city, sga, sga studio city, samana golf avne"
Samana Mykonos,subcommunity,"Dubai Studio City, Dubai","smykonos, samana mykonos studio city, smykonos studio city, samana studio city, mykonos studio city, samana mykonos dsc, smykonos dsc, samana mykonos dubailand, smykonos dubailand, samana mykono, samana mykonis, samanamykonos, samana myk, mykonos dsc, smyk, samanamyk, samana myknos, samana mykonus"
Samana Santorini,subcommunity,"Dubai Studio City, Dubai","samana santorine, samana st, ssantorini, santorini dsc, santorini studio city, dsc santorini, samana studio city, smn santorini, samanasntorini, samana santorini dsc, samana santorin, storini, santorini samana"
Seagate,subcommunity,"Mina Rashid, Dubai","sgt, seagate mina, mina seagate, seagat, segate, seagate rashid, seagate mr, mina rashid seagate, sgtrashid, seagateminrashid"
Seascape,subcommunity,"Mina Rashid, Dubai","sea scape, seascape mina rashid, mina rashid seascape, seascapeminarashid, minarashidseascape, seascap, sescape, seascape mr, mr seascape, sea-scape, seascape dubai, seascape port rashid, seascape port, seascape phase, seascape rasid"
Sidra Villas,subcommunity,"Dubai Hills Estate, Dubai","sidra, sidravillas, sidra villa, sdra, sidra dh, sidra dhe, sidra estate, sidravilla, sidra villas dubai hills, sidra dubai hills, sidra hills, sidera, sidraa, sidravila, sidravillasdhe, sidradhe, dhe sidra, sidra 1, sidra 2, sidra3"
Sirdhana,subcommunity,"Mina Rashid, Dubai","sirdana, sirdhannah, srdhana, sirdhuna, sirdhna, mina rashid sirdhana, sirdhana mina rashid, sirdhanamina, mina sirdhana, sirdhana mr, mr sirdhana, sirdana mina rashid, sirdhona, sirdhyna"
Sobha Hartland,subcommunity,"Mohammed Bin Rashid City, Dubai","sh, sobha, sobhahartland, hartland, mbr sh, mbr sobha, mbr hartland, sobha hrtland, sobha hatland, soba hartland, sobha hartlend, sobha hartaln, shrtland, sobha h, hartland mbr"
Sobha Hartland II,subcommunity,"Mohammed Bin Rashid City, Dubai","sh2, sobha hartland 2, hartland 2, hartland2, sobhahartland2, mrb hartland 2, mbrc hartland 2, sh ii, sobha ii, sobha hartlandtwo, shii, sobha2, sobha h2, hartlandii, sobhahrtland2, sobha hartlnd 2, sh 2, mbr sobha 2"
Socio by Emaar,subcommunity,"Dubai Hills Estate, Dubai","socio, socio dhe, socio hills, socio dubai hills, socio emaar, socio emaar hills, socio dh, socio dhi, socio estate, socio hills estate, sociodhe, socioemaar, sociobyemaar, socio d hills, socio dh estate, socio dubaihills, sociohill, sociohils"
Socio Tower,subcommunity,"Dubai Hills Estate, Dubai","socio, socio towers, socio dxb hills, socio hills, socio estate, socio dubai hills, socio dhe, dhe socio, socio tewr, socio towr, socio dwb hills, socio dh, socio dxb, sociotower, socio.tower"
Spring,subcommunity,"Arabian Ranches 3, Dubai","springs, spr, spr3, ar3 springs, ar3spring, ar3 spring, springs ar3, ranches 3 springs, ar 3 springs, sprng, sprngs, ar3spr, springs ranches, springs r3, springs 3"
Studio 101,subcommunity,"Dubai Studio City, Dubai","s101, studio101, st101, st 101, studio city 101, dsc 101, studiocity 101, studiocity101, studyo 101, studyo101, s-101, st-101"
Sun,subcommunity,"Arabian Ranches 3, Dubai","sun ar3, sun ar iii, sun ranches, ar3 sun, sun ranches 3, sun r3, sun ranch 3, sun r-3, sunar3, sunranches3, sun ranch iii, sun ar 3, sun 3, sun riii, sun r 3, sunn, sunn ranch, ar3 sunn, sun ranche 3, sun ranchs 3"
Sunridge By Emaar,subcommunity,"Mina Rashid, Dubai","sunridge, sun ridge, sr ridge, sunridge mina rashid, mina rashid sunridge, sunridge mr, sunridge mrashid, sunrudge, sunridgge, sunridgeemaar, sr mina rashid, sunrdge, sunridge emaar, s-ridge, sunridge phase 1, sunridge rasid"
Sway Residences,subcommunity,"Dubai Hills Estate, Dubai","sway, sway res, sway resid, sway residencies, sway resi, sway residence, dhes sway, sway dhe, sway dubai hills, sway estate, swayhills, swy res, swy residences, swayres, swayresidences, sway residencies dubai hills, sway res dubai hills, sway resid dhe"
Talia,subcommunity,"The Valley, Dubai","talia the valley, tal, tly, thevalleytalia, talya, talia valley, talia thevalley, tlya, taliia, taliah, taliah valley, vly talia, talia vly"
The Golf Residence,subcommunity,"Dubai Hills Estate, Dubai","golf residence, the golf res, golf res, tgr, the golf, golf residence dhe, golf residence hills, golf residence dubai hills, golfresidence, golfresidense, golf residance, golf residnce, thegolfresidence, dhe golf residence, golf res dhe, golfres, golf res dubai, golf res dxb"
The Grove by Iman,subcommunity,"Dubai Hills Estate, Dubai","thegrove, thegroveiman, iman grove, the grove dh, grove dh, thegrove dubai hills, dh grove, grove by iman, thegrovebyiman, groveiman, thegroove, thegroovebyiman, thegroveestate, grove estate, iman grove dh, dh the grove, thegrovehills"
The Highbury,subcommunity,"Mohammed Bin Rashid City, Dubai","thehighbury, highbury, highbury mbr, mbr highbury, highbury city, highbury mbru, highbury mbrc, the high bury, highbery, highbury dubai, highbury residence, highbury residences, highbury mrb, highbury mrbc, highbury dxb, highbury project, highbury offplan, highbury property, highbury units"
The Hills A,subcommunity,"The Hills, Dubai","hills a, thehillsa, hillsa, hills-a, the hills sub a, hills a dubai, the hills a emirates living, hillsa dubai, thills a, thehilza, hill a, the hillsa, hills a phase 1"
The Hills B,subcommunity,"The Hills, Dubai","hills b, hillsb, the hills bld, the hills block b, hills block b, hillsbld, hills-b, th hills b, thehils b, thehillsb, hills bldg"
The Hills C,subcommunity,"The Hills, Dubai","hills c, hills-c, thehills c, hillsc, thc, the hillsc, hills subc, hills c phase, the hills c phase, the hill c, hill c, th c, thehllsc, hills c dubai"
The Hive,subcommunity,"Dubai Studio City, Dubai","hive, thehive, dsc hive, hive dsc, studio city hive, hive studio city, the hive dsc, dschive, thehive dsc, hive dubia studio city, hve, the hve, hive dxb, hive studio, dsc the hive"
The Nook,subcommunity,"Wasl Gate, Dubai","nook, thenook, nook wasl, wasl nook, waslgate nook, nook wg, nookwg, tnook, nuk, nooke, nook waslgate, wasl gate nook"
The Residences at District One,subcommunity,"Mohammed Bin Rashid City, Dubai","d1, d1 residences, district one, mbrc d1, mbrc district one, d1 mbrc, dist one, dist 1, done, distone, districtone, distone residences, d1 res, mbrc d1 residences, dist1, d1mubarak, dist one residences"
The Royal Gardens,subcommunity,"Mohammed Bin Rashid City, Dubai","trg, royal gardens, mbrc royal gardens, royal gardens mbrc, mbr royal gardens, royal gardens city, royalgardens, royal garden, royalgardn, royal grdns, trg mbr, mbr trg, royal gardns, royal gardens mbr"
The Terraces,subcommunity,"Mohammed Bin Rashid City, Dubai","terraces, mbrc terraces, terraces mbrc, the terraces mbr, terraces city, terraces mb r, terrces, teraces, terracesmrc, mbr terraces, terraces dubai, terracess"
The Watercrest,subcommunity,"Mohammed Bin Rashid City, Dubai","watercrest, water crest, mbr watercrest, watercrest mbr, mbrc watercrest, watercrest mbrc, thewatercrest, watercrest dubai, wcrest, w-crest, watercest, watercres, watercrst, water crest mbr, watercrest city, watercrest mohammed bin rashid, mbr city watercrest, watercrest mbc, water crest city, watercrest residence"
The Waterway by Prestige One,subcommunity,"Mohammed Bin Rashid City, Dubai","waterway, thewaterway, waterwaymbr, mbrwaterway, waterwayprestige, thewaterwaymbr, waterwaypres, waterwayresidences, waterwaycity, mrbwaterway, waterwy, waterwey, waterwaybyprestige, thewaterwaybyprestigeone, mbrcwaterway, waterwayp1, p1waterway"
Vida Hotel,subcommunity,"The Hills, Dubai","vida, the hills vida, vida hills, vidahotel, the hills hotel, vdahotel, vda hotel, videa hotel, vida the hills, vida htl, vida htel"
Vida Residence,subcommunity,"The Hills, Dubai","vida res, vida res hills, vida hills, vida the hills, v-res, v res, vidares, vres, vida residnce, vida residance, vida resi, vida residence hills, vida hills residence, vida thehills, vidaresidence"
Vida Residences,subcommunity,"Dubai Hills Estate, Dubai","vida, vidares, vida residence, vhe, vida hills, vidahills, vdh, vde, vida hills estate, vidaresidences, vidaresidence, vidha, vida res, vida residence dxb, dubai hills vida, vida dubai hills, vda residences, vida rsd, vida resd, vida resdnc"
Vida Za'abeel,subcommunity,"Zabeel, Dubai","vz, vidaz, vidazabeel, zabeelvida, vza, vida zabeel, zabeel vida, vidazbeel, vidazabil, vzabeel, v-zabeel, zabeel v, vidazabel, vida zabel, vidazabell, v zabeel"
Villas Area,subcommunity,"Oud Al Muteena, Dubai","villas, oud vls, oud villas, oam villas, oamvillas, oudalmuteena villas, oudalmuteenavillas, oud al muteena vls, oal villas, oalm villas, oudmuteena villas, oud al mutina villas, oud al mutena villas"
Warsan Estate,subcommunity,"Al Aweer, Dubai","warsan, warsan est, w-san, wrsn, warsan al aweer, al aweer warsan, warsan estate al aweer, warsancommunity, warsanest, warsaan, warsen, warsn, wresan, warsan 1, warsan1, al aweer warsan estate"
wasl port views,subcommunity,"Al Mina, Dubai","w pv, wasl port, port views, al mina port views, wpv, wasl portviews, waslportviews, waslport, portview, almina port views, wasl portview, wportviews, portviews, wasl portveiws, wasl portvies, waslport view"
Wilton Park Residences,subcommunity,"Mohammed Bin Rashid City, Dubai","wilton park, wilton park res, wilton park resid, wilton park residencies, wiltonpark, wiltonparkres, mbrc wilton park, wilton park mbrc, wilton park residence, wilton park residense, wiltonparkresidences, wilton prk, wilton res, wilton resid, wilton park dubai"
Wilton Terraces 1,subcommunity,"Mohammed Bin Rashid City, Dubai","wilton terrace 1, wilton t 1, wilton 1, wt 1, wilton terr 1, wiltonterrace 1, wiltonterraces1, wiltonterrace1, mbrc wilton 1, wilton 1 mbrc, wilton terraces one, wiltonterraceone, wilton t one, wilton terrace one, wilton ter 1, wilton t 1 mbr, mbr wilton 1, wilton terracee 1, wilton terrces 1, wiltonteraces 1"
Wilton Terraces 2,subcommunity,"Mohammed Bin Rashid City, Dubai","wilton terraces ii, wilton terr 2, wilton 2, wilton terraces two, wt2, wilton terrs 2, wilton terraces2, wiltonterrace2, wilton terrac 2, mbrc wilton 2, wilton 2 mbrc, wilton terraces 2 mbr, wilton teraces 2, wilton t 2, wilton terraces ii mbrc, wilton terr 2 mbrc, wiltonterraceii, wilton 2 dubai, wilton terraces two mbrc, wilton ter 2"
Zabeel 1,subcommunity,"Zabeel, Dubai","z1, zab1, zabeel1, zabeel one, z1 dubai, zab1 dubai, zabl 1, zabel 1, zabeelone, z1dxb, zab one, zbl 1"
Zabeel 2,subcommunity,"Zabeel, Dubai","z2, zab2, zabeel2, zabeel 2nd, zabeel ii, zabeel2nd, z2nd, zabel 2, zabel2, zabeell 2, zabeel sub 2, zabeel 2 sub, zabeel-2, zabeelcommunity2"
Zabeel Road,subcommunity,"Zabeel, Dubai","zabeel rd, zabeelroad, zbl rd, zbl road, zblrd, zabel rd, zabeelr, zabeel-rd, zabeelrd"
Zaytouna Residence Studio City,subcommunity,"Dubai Studio City, Dubai","zaytouna residence, zaytouna studio city, zaytouna sc, zaytouna dsc, zaytouna studio, zaytouna res, zaytounaresidence, zaytounastudiocity, zaytounasc, zaytounares, zaytouna, zaytona residence, zaytona studio city, zaytona sc, zaytona, zaytounna residence, zaytoona residence, zaytouna residnce, zaytouna residence dsc, dsc zaytouna, studio city zaytouna"
